WorkerId,na.pct,n,implausible,plausible,Answer.English,Answer.country,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,HITId,AssignmentStatus,AssignmentId,filler.left,filler.right,diff
A3IRFD9O4M284F,0.037037037,54,6,4.857142857,yes,USA,"When I was younger, I would go to school and In the evening I would play with friends.","It's raining tomorrow, so I'm not going to play",2092,This survey is nice,3SD15I2WD2UGRBRTAV3L504VH12633,Approved,3D8YOU6S9EK2CP25FH4NHTPHFTS6U3,7,1,-1.142857143
A3K9GTQBOI7O5A,0.018518519,54,1.6,5.666666667,yes,USA,"When I was younger, I would go to school and study really hard for the tests.","It's raining tomorrow, so I will stay at home,",3094,{},3OZ4VAIBEXFCRF8JEO3GXZ1JUREVJU,Approved,3WQQ9FUS6AUAK4CN85KQWHTKW3BB8D,7,1,4.066666667
A3KF6O09H04SP7,0,54,1.3,6.4,yes,USA,"When I was younger, I would go to school and do my best to complete all the assignments that day.","It's raining tomorrow, so I'll stay in an watch movies.",1156,Thanks!,3XJOUITW8URE0A874JNATIPKB1QQT0,Approved,351SEKWQS0HIKQCBG2LFWPIFJTEDMC,7,1,5.1
A3KK1BNF5H0N1Z,0,54,2.625,5,yes,USA,"When I was younger, I would go to school and Meet up with my friends and play video games and get ready for class","It's raining tomorrow, so I will stay indoors and watch movies and relax.",1643,{},3DW3BNF1GHIN7YC0NK6P89S5EGL8VO,Approved,3OB0CAO74HPZQN6RL1SGH5KKKVKYHV,7,1,2.375
A3MKLN7QFTETQ,0,54,4,4.75,yes,USA,"When I was younger, I would go to school and i see my friends","It's raining tomorrow, so i took my umbrella in bag",3366,{},379OL9DBSSE4PXQFXNZNF4RAG34Y9B,Approved,30ZX6P7VF8V5G88AGGO6KEZUI8SJ23,7,1,0.75
A3MLUEOP3CCLXL,0.037037037,54,1.166666667,7,yes,USA,"When I was younger, I would go to school and get good grades and perfect attendance.","It's raining tomorrow, so I guess I will have to postpone the yardwork.",1737,{},37ZQELHEQ0YPKI5VFUUH3AZNCI7NM9,Approved,388U7OUMF71FIMO99YT13HS6VR3R0K,7,1,5.833333333
A3N0QZ9ZKUCTCQ,0,54,2.25,6.625,yes,USA,"When I was younger, I would go to school and slept while the teacher lectured.","It's raining tomorrow, so I need to prepare an umbrella.",1693,{},33NOQL7T9OZ4GIHAOHVSTF512RR8ZO,Approved,31QNSG6A5RTNIS9XVO8ARF7ODDM87Q,7,1,4.375
A3NXT3OVGL7QNR,0,54,1.3,6.8,yes,USA,"When I was younger, I would go to school and meet with my friends.","It's raining tomorrow, so it looks like our plans are canceled.",1763,None. Thank you.,37Y5RYYI0P5XU7W41XDCDLPR6LZXSF,Approved,33FOTY3KEMLBJ9K8NK76SRCU0I51CQ,7,1,5.5
A3O5TJE0GU5TPB,0.018518519,54,3.2,6.8,yes,USA,"When I was younger, I would go to school and studied my syllabus","It's raining tomorrow, so I  took umbrella.",3469,Gathering more information,35ZRNT9RUIY6GHXXARPFM0QM21VO39,Approved,34J10VATJFYQDGQP09T74VIXLZGQIB,7,1,3.6
A3OHYXTHW11HS7,0,54,1.75,6.625,yes,USA,"When I was younger, I would go to school and play with my friends and classmates.","It's raining tomorrow, so I need to be prepared with an umbrella.",1434,{},3J9UN9O9J3SWYE73BRFRC6BT0V1J0Q,Approved,39LNWE0K4UWI59X6HIDCEWFMOKNIU9,7,1,4.875
A3OT9EHUD1UORR,0,54,5.6,5.9,,USA,"When I was younger, IThis has been a long debated question in my life. I believe and study","It's raining tomorrow, so schools will be leave",665,good,3Y40HMYLL1ID9KO8Q28CSM7FRIKXUV,Approved,3K5TEWLKGVBIIOM6M8NHAIH52RWIVY,7,1,0.3
A3OZ8KF0HWSVWK,0,54,1,6.875,yes,USA,"When I was younger, I would go to school and learn about math and reading.","It's raining tomorrow, so I can't cut the grass.",491,{},3OPLMF3EU5N5E0NAFIT23XKYCDHLN5,Approved,3YDGXNSEOZUQZ5RETQA3O3NEMBU844,7,2,5.875
A3PDR75KYPYK4Z,0,108,5.6875,5.6875,yes,USA,"When I was younger, I would go to school and attending cultural activities","It's raining tomorrow, so i will not the class",880,good,37SQU136V7OPAMCHHLDLMBYHB68118,Approved,3MYYFCXHJ375SKXWCOMRGG4CAU7G4S,7,1,0
A3PDR75KYPYK4Z,0,108,5.6875,5.6875,yes,USA,"When I was younger, I would go to school and play with my friends","It's raining tomorrow, so i will not come for training",3266,good,34HEO7RUG6U9XFOYBYLT339XJY7RAH,Approved,3JAOYWH7VI4MBIH94AFYAGK0S379LN,7,1,0
A3PLWSCPFLCEGI,0,54,1.625,7,,,"When I was younger, I would go to school and educate the teachers.","It's raining tomorrow, so I will be out getting some sun.",517,{},3O4VWC1GEW6SF660UEXAE49037LJ3L,Approved,3VAR3R6G1P1U3Y1WCAPC21TJ32U8OE,7,1,5.375
A3PR7FCPPZ88JR,0,54,5.1,4.8,yes,USA,"When I was younger, I would go to school and collage","It's raining tomorrow, so i don't go out",1626,good to work,37M4O367VJILUTZPBUYV9TZ1LX85M2,Approved,3VNL7UK1XFJJV5GRG5HH63GSPEPTF3,7,1,-0.3
A3PRQ2GSU42718,0.018518519,54,1.125,7,yes,USA,"When I was younger, I would go to school and study and talk with friends.","It's raining tomorrow, so I will go to a movie.",494,{},3CO05SML7V5DW2QGJWO0EXXKACVR0Q,Approved,3H8DHMCCW9BNU2C8VQ8ZHCQBUOHDK5,7,1,5.875
A3PYD7EU2WFST6,0,54,3.25,7,yes,USA,"When I was younger, I would go to school every day of the week except Sunday","It's raining tomorrow, so i have to carry with me an umbrella",2614,the study was really interesting though somewhat technical,3VI0PC2ZAYKIWF4BUGW3TGFQ9WWXOI,Approved,30LB5CDZNCAOKDA0JFNEPKU548KZ0J,7,1,3.75
A3QHX7BMC3RJYQ,0,54,3.4,4.6,yes,USA,"When I was younger, I would go to school and college.","It's raining tomorrow, so but someone told me that was wrong",2707,good,3M47JKRKCX12S8XZMCYHWHC6XNU86X,Approved,3P4RDNWND569RTMC5J9Y7U6B74QIJE,7,1,1.2
A3QRZPJT2CT2IK,0,54,1.75,6.375,yes,USA,"When I was younger, I would go to school and learn from the teacher.","It's raining tomorrow, so I need to take an umbrella.",1506,{},38F60IALAGHQCH38NLTVECY2YXST05,Approved,3W92K5RLWUH660RRFO4NL9D0X5Q5VB,7,1,4.625
A3RCX3IQ8L6HHW,0,54,1.25,7,yes,USA,"When I was younger, I would go to school to learn how to read and write.","It's raining tomorrow, so I will stay inside and read.",870,{},3PCPFX4U40Q4H5Q69ZILCEAJKSIQFS,Approved,3HMIGG0U4L66XC5YIXYA4SRLHCT8YP,7,1,5.75
A3RKG5PZN97RD5,0,54,1.4,6,yes,USA,"When I was younger, I would go to school and learn all that I could.","It's raining tomorrow, so there won't be outdoor activities scheduled.",2248,{},3R15W654VDTQHX02VALJ7RF3HO4QLX,Approved,3SB4CE2TJVVVGV83AZWMH5Q75UZAXP,7,1,4.6
A3ROADR7T6811,0,54,1.375,4.875,yes,USA,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so i will take the day off.",2329,{},3L55D8AUFAX6NVXI979EHUSIMO7YCS,Approved,33FBRBDW6OZTU94TM5GL71Z2EOBC8L,7,1,3.5
A3RVHUY67SVXQV,0,54,1.25,7,yes,USA,"When I was younger, I would go to school and read a book at my desk.","It's raining tomorrow, so remember to bring an umbrella.",373,{},3HRWUH63QU2RCBKPNVDVM8O1QNI5N2,Approved,3P4RDNWND569RTMC5J9Y7U6B74PJIE,7,1,5.75
A3S0C974DF3EJY,0,54,4.5,3.75,yes,USA,"When I was younger, I would go to school and college","It's raining tomorrow, so home",587,good,371Q3BEXDH9MZ2WJ2F1XA652ELXSZ7,Approved,34FNN24DCM9NAUMWKZR7S8HUFMS5YK,7,1,-0.75
A3S3WYVCVWW8IZ,0,54,2.25,6.625,yes,USA,"When I was younger, I would go to school and see my friends.","It's raining tomorrow, so I'm staying inside.",626,{},3EGKVCRQFWSNDQ5CV7DJ6AM0437YBL,Approved,3LEP4MGT3G0M1Z8EPDV6I97L7U8BDJ,7,1,4.375
A3U21PUMQ6NGT2,0,54,1,7,yes,USA,"When I was younger, I would go to school and eat lunch with my friends","It's raining tomorrow, so I better take an umbrella",475,{},3RBI0I35XE3IAV1ZGEYDOROOGBUY3U,Approved,3CTOC39K37QC295GMS51G5G2TOEJ7J,7,1,6
A3U2UNSYDPS933,0.018518519,54,1.714285714,7,yes,USA,"When I was younger, I would go to school and play with all my friends.","It's raining tomorrow, so we won't be going to the park.",1717,{},3BA7SXOG1JQVERVJE01F7C32TA88RV,Approved,3R2UR8A0IAGKIZ24KI14I0ACUB3OX2,7,1,5.285714286
A3UV55HC87DO9C,0,54,1,6.375,yes,USA,"When I was younger, I would go to school and sit at a desk.","It's raining tomorrow, so I will bring an umbrella.",1986,none,3V8JSVE8YYQLKTHW5YF97ISL70KYEL,Approved,3TPZPLC3M0CQN17RFT7V0KQYXLYP3K,7,1,5.375
A3UYWL2FM5U086,0,54,4.375,4.875,yes,USA,"When I was younger, I would go to school and playing with my friends.","It's raining tomorrow, so i will not go to school.",750,thank you very much,3EPG8DX9LKQRFWW23AQNQXTWQ2J5PY,Approved,34MAJL3QP4N4Y8L8H9F7XMF36P443A,7,1,0.5
A3V2XCDF45VN9X,0,54,1.6,6.8,no,OTHER,"When I was younger, I would go to school and learn math and reading.","It's raining tomorrow, so I will take an umbrella.",2640,{},3WGZLY9VCHM1DHCEWZ6V2NMYE9H8DP,Approved,3IOEN3P9S7JM3SB7DTU36RKK4WU16Y,7,1,5.2
A3V9JFVZQ2XF4Y,0,54,1.625,6.75,yes,USA,"When I was younger, I would go to school and attempt to learn as best I could.","It's raining tomorrow, so I am planning on staying inside.",494,{},3H781YYV6TIP37I2VSSAZ106SY2TER,Approved,3TMSXRD2X60KX7QD4B774LJXSYOW1V,7,7,5.125
A46VRWITPQESE,0.018518519,54,4.625,4.428571429,yes,USA,"When I was younger, I would go to school and complete my school","It's raining tomorrow, so i can go today",316,good,3DWGDA5POF45WYSFOZXATZ5X0AEV1Q,Approved,3F1567XTNW5X2FXMWFNUR2JU29U9QC,7,1,-0.196428571
A4E1UYPDHE8D8,0,54,1.75,7,yes,USA,"When I was younger, I would go to school and attend classes in various subjects.","It's raining tomorrow, so I will bring an umbrella with me.",1280,I have no additional comments.,3JMNNNO3B14P08AGXD2KKKYGZPUW2I,Approved,3RXPCZQMQPBO0L0DP63PIIX9YAZG1H,7,1,5.25
A4T4577P6JL6R,0,54,2,6.7,yes,USA,"When I was younger, I would go to school and watch the teacher write on the chalk board.","It's raining tomorrow, so I am going to need a rain coat.",2100,some of these were tough because they used some words I never heard of before. But I tried my best!!!,30F94FBDNRKRW46IL1QKYTULP1PTBR,Approved,3WRFBPLXRAOQKGVEZEU3WVL3X6X3N2,7,1,4.7
A4VAIK6L0GV7Y,0,54,4.875,4.75,yes,USA,"When I was younger, I would go to school and much younger than today. I never needed anybody's help in any way.","It's raining tomorrow, so I am going out for take umbrella walk for road safety me all time.",1481,I am like the study and my answer very honest for all question so please paid this hit please thank yous o much.,30UZJB2POHCK87RF5CTGDUQVL6R35K,Approved,3K3R2QNK8B3PU843DO7Z13GJ5U09UH,7,1,-0.125
A4ZPIPBDO624H,0,54,2.125,5.75,yes,USA,"When I was younger, I would go to school and hang out with my friends.","It's raining tomorrow, so I would suggest bringing a coat.",667,{},3W0XM68YZPVRGNY3PVJ3RQUGKC81KB,Approved,37Z929RLG98SZALDMPHGD2Z7E4JSTL,7,1,3.625
A5BMKZRGHNSRT,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and  listen to the teacher during lessons.","It's raining tomorrow, so  remember to take your umbrella if you go out!",776,Thank you for the interesting task!,3CKVGCS3PG5PXHQTYLO5472GWEF0SO,Approved,369J354OFDAJ771AVCF6DEOQ6LD6G3,7,1,5.5
A6KB4VHCZYTY2,0.037037037,54,1.125,5.75,yes,USA,"When I was younger, I would go to school and hang out with friends.","It's raining tomorrow, so I will stay home.",1206,{},31GN6YMHLPSI57RERSHQB2BKXJTSWH,Approved,3NGI5ARFTT5UDYTCSPTCCRB1Z1KP1S,6,1,4.625
A748N8WFG2HR4,0.037037037,54,1,5.4,yes,USA,"When I was younger, I would go to school and sit at the lunch table by myself.","It's raining tomorrow, so make sure to bring an umbrella.",2692,This was a very interesting and lovely survey! I look forward to doing more of your surveys!,382GHPVPHSR2CONFR7A682KHLAW34F,Approved,31Z0PCVWUKF6GC1LYMJ5IB3BRQ77TE,5,1,4.4
A7ERZELTAMWL5,0.018518519,54,2.125,5.875,yes,USA,"When I was younger, I would go to school and play kick soccer with my friends.","It's raining tomorrow, so I will stay inside and work on completing surveys.",716,"I did this carefully, so feel free to contact me.  I can explain any choice that I made.",3R6RZGK0XFC2M43I0O4J7MG77VNVYO,Approved,3R0T90IZ1SC8NOAB53S9ZEG027OGC5,7,1,3.75
A7KQP4VVA7DVE,0,54,5.375,4.75,yes,USA,"When I was younger, I would go to school and play with friends","It's raining tomorrow, so i cant go out of my home",406,{},3KVQ0UJWPXLHZ5T3FW4IIR1SJZM5WT,Approved,3FPRZHYEPY73SL4N15GU6CFGJ9Z3VJ,7,1,-0.625
A7YUC0I3Y4LRG,0,54,6,5,yes,USA,"When I was younger, I would go to school and teach","It's raining tomorrow, so office leave",1266,good,3XQ4XW3OD9CWTRT7D8SJNVVVTCZ2SA,Approved,3A1PQ49WVHH20HVO9CL73I9ADAA1HZ,7,1,-1
A8028AFBBS29G,0,54,2.5,5.75,yes,USA,"When I was younger, I would go to school and spend time studying with my friends.","It's raining tomorrow, so I need to remember to bring my umbrella.",1836,{},3087LXLJ6MGGTCL7S1O6X8J17OL0F5,Approved,3QEMNNSB2XZZZN5OCWJQD7LPO4HD7Z,7,1,3.25
A8C3WNWRBWUXO,0,54,1,6,yes,USA,"When I was younger, I would go to school and learn my mathematical tables.","It's raining tomorrow, so we go for a hike today.",574,none,38Z7YZ2SB32ORWSWA7O6FBNB0KAQIJ,Approved,3AAPLD8UCCH3917XBV5H9OS55T2TH1,7,1,5
A8J7DDQHGHJKP,0,54,4.5,4.9,yes,USA,"When I was younger, I would go to school and I would go to playground","It's raining tomorrow, so i will stay home",333,Good,3KG2UQJ0MJOG5X3N7N1YKJJSMJ4QNZ,Approved,36ZN444YTRYNS4D9LW13FQNX6YZIOW,7,1,0.4
A9ZCY6FLUCIU1,0.018518519,54,1.75,6.25,yes,USA,"When I was younger, I would go to school and have a great time with my friends.","It's raining tomorrow, so I'll stay inside and study.",1691,{},34O39PNDK68EGPTQHCLPYET31GSRBC,Approved,34BBWHLWHABVXDMBCISDWK0J90ZIW9,7,1,4.5
AB1OG7VRYYFX1,0.018518519,54,4,3.5,yes,USA,"When I was younger, I would go to school and I would study hard","It's raining tomorrow, so i will stay home safe",172,nice,3JUDR1D0D6RKGBEUL43ESVGUBOE2QL,Approved,33FBRBDW6OZTU94TM5GL71Z2EOD8CJ,7,1,-0.5
ABMPX2Y2IRBMG,0,54,1.625,6.125,,USA,"When I was younger, I would go to school and read books during lunch time.","It's raining tomorrow, so I'd better bring an umbrella.",491,{},3HJ1EVZS2OJ9DUPD2J6JGVVRDOFR3L,Approved,3PDJHANYK5GX73WLFIXOYE0RLLQ6H2,7,1,4.5
ABO9F0JD9NN54,0.018518519,54,1.6,5.9,yes,USA,"When I was younger, I would go to school and study very hard every day.","It's raining tomorrow, so I will be staying home and cleaning.",689,{},34R0BODSP1ZNI57CUWACWLUSCVH5ED,Approved,3S0TNUHWKTI3Z1A7M1BWR7HKZON8DH,7,1,4.3
ABQABQ988HE9K,0,54,5.125,5,yes,USA,"When I was younger, I would go to school and daily for bike","It's raining tomorrow, so cold in house",470,good and well,32PT7WK7DMFFCK68KIBZB6ENYNP3DS,Approved,3ZV9H2YQQD7G7A4SRFLQSEYUQI13WT,7,1,-0.125
ACJ6NSCIWMUZI,0,54,1.4,6.6,yes,USA,"When I was younger, I would go to school and carry my books with me","It's raining tomorrow, so i will bring an umbrella",342,{},3EFNPKWBMSOLD05E86N4WZU44YG30Z,Approved,35H6S234SA0LRACQEGWF9HX1GCZ65L,7,1,5.2
ACRTRQ23XH20E,0,54,2.875,6,yes,USA,"When I was younger, I would go to school and rode the bus.","It's raining tomorrow, so I will bring my umbrella.",2446,{},3X2YVV51PU4IBNSKE926F1OB7JGW11,Approved,3KYQYYSHYV76KTXNTI0SOT7KETRDOP,7,1,3.125
ACVJ6IUO9QM4R,0,54,4.25,6,yes,USA,"When I was younger, I would go to school and read, write and work in groups.","It's raining tomorrow, so we should plan to pack an umbella.",697,none,3XU9MCX6VOCKSCTUYJSEXLQZ7AFR2A,Approved,3TMFV4NEP8E287AY3WGMJV6564T8WQ,7,1,1.75
ACXP8KHFX06KR,0.018518519,54,3.625,3.625,yes,USA,"When I was younger, I would go to school and see all of my friends.","It's raining tomorrow, so I will decide to stay inside.",86,{},3B623HUYJ4Q7F6VWTP1KXM8YFCR8SJ,Approved,3TOK3KHVJTIQ3KWD25X6O1XOSIOO77,7,3,0
AD3V6XGQWRD6E,0,54,1,6,yes,USA,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so I will make sure to pack my umbrella.",2236,{},3UYRNV2KITZAZT3RLTKYYSYSSDJ8N7,Approved,3IAS3U3I0FGZYPAYSOBPMQGHA3LB2C,7,1,5
ADJSQPKNLMJDZ,0,54,4.125,4,yes,USA,"When I was younger, I would go to school and shopping mall","It's raining tomorrow, so I bought the umbrella",2242,Very satisfied,3RWB1RTQDJNA2EF418XQ2H3NSSK8P3,Approved,3N1FSUEFL502G0N5AYLJAV1FX2R4D6,7,1,-0.125
AEV4FXI6R4P6Z,0,54,4.6,4.2,yes,USA,"When I was younger, I would go to school and play for free time video games for my home.","It's raining tomorrow, so pick for my umbrella and walk for road in me.",1530,I am like for the study and my answer very honest for all question so please paid this hit please thank you so much.,34YWR3PJ28AXTYCSSVUS3FJ8BTH0XW,Approved,3WZ36BJEV3GTIO4BB3VLNDP7AGWBT2,7,1,-0.4
AEWGY34WUIA32,0,54,1.125,6.625,yes,USA,"When I was younger, I would go to school and learn many things","It's raining tomorrow, so I'm going to stay inside.",2632,{},3J5XXLQDHMB1616UB3BTHSKUYUSV3I,Approved,3HFNH7HEMHECHPKUALT4JJ5H6MOQGJ,5,1,5.5
AF3DRX40CNHZR,0,54,1,6.875,yes,USA,"When I was younger, I would go to school and read books during study hall.","It's raining tomorrow, so I suppose I'll stay inside all day.",808,"Some of these sentences could potentially be plausible in the right situation, so hopefully a hard yes or no isn't required for those answers, otherwise the 7 point scale is misleading.",36AZSFEYZ4069WA7QWQZZBI6MM5VB9,Approved,37QW5D2ZRGM91QTPJR6LM63K0RX8SB,7,1,5.875
AFERIASET17LW,0,54,1.6,6.3,yes,USA,"When I was younger, I would go to school and study with my classmates","It's raining tomorrow, so I would probably stay home all day",1194,Red Forest,31ANT7FQN82Z2FYEKXIIHOR54B95HT,Approved,3BQU611VFPKRAGG0FDC857T5S9Q99Q,7,1,4.7
AFK9ALQK5GPNG,0,54,3.5,6.875,yes,USA,"When I was younger, I would go to school and learn about my favorite subjects.","It's raining tomorrow, so I should mow the lawn today.",2682,{},3KVQ0UJWPXLHZ5T3FW4IIR1SJZLW5J,Approved,36H9ULYP62UPH2KM4B3D4XTJRCXJFN,7,1,3.375
AFM65NU0UXIGP,0,54,1.375,7,yes,USA,"When I was younger, I would go to school and have fun during debate club.","It's raining tomorrow, so I will take an umbrella.",1729,"Good pay, thank you. I almost answered a couple as plausible until remembering it was supposed to be real world related (Orc and Sorcerer sentences). Some seemed plausible though unlikely so a scale was useful. Like usually a rebel won't exile a king, but revolutions totally happen.",3H4IKZHALBIV20QVRV9HGPONH8HNN9,Approved,3WJ1OXY92AG51U7V2RKU169EELQ8AF,7,1,5.625
AFRJKS3Z3H4CA,0,54,1.125,6.75,yes,USA,"When I was younger, I would go to school and attend my classes daily.","It's raining tomorrow, so I will plan to stay indoors.",1669,"Some of the sentences could have been plausible if interpreted a different way e.g. ""The doctor was closed by the school"". People can refer to the doctors office as the doctor and the office could be by the school. But I tried to avoid interpretations where the grammar would be messy",3UDTAB6HH6Z7S2UUPFOENCXQ4QQ90M,Approved,3DBQWDE4Y6YTYVIIDXIWBSJNB2Q5NW,7,1,5.625
AFU00NU09CFXE,0.018518519,54,1.9,7,yes,USA,"When I was younger, I would go to school and hope the teacher didn't call on me to answer questions.","It's raining tomorrow, so I will read a book and play video games.",2741,{},3T8DUCXY0N688BRLNHCO7NZV11MT9H,Approved,3GA6AFUKOOOYAK93WGZQRBO7BUOH37,7,1,5.1
AGILQEFEPEK7N,0,54,1.75,5.375,yes,USA,"When I was younger, I would go to school and study my books","It's raining tomorrow, so I won't be working",3466,{},3BFF0DJK8XCQDQNKWNCFOI4LTPBTSS,Approved,3QHK8ZVMIMI5ZBW62UTU1MFQG3ABLZ,7,1,3.625
AHL5MIFQJKPPK,0,54,5.2,5.8,yes,USA,"When I was younger, I would go to school and for kids","It's raining tomorrow, so incorrect",1008,very well,31SIZS5W59F1KVVF0UIFT3O2NGTQRN,Approved,3DZQRBDBSLFN0TNJ7ABPVPV9K553SE,7,1,0.6
AHPOOKYE7V04D,0,54,1.625,6.625,yes,USA,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I will carry an umbrella.",314,"I am worried about how the ""correctness"" of plausibility is judged!",3FTID4TN8LYZQZROMK2DKDI5GXLYL8,Approved,3TYCR1GOTCJ1H9ZM889XN4MT76WLZF,7,1,5
AHXAW585DYQ9M,0.018518519,54,4.5,4.625,yes,USA,"When I was younger, I would go to school and The jolly full moment","It's raining tomorrow, so  Raining Tomorrow Or It Is Going To Rain Tomorrow",708,Good,3W0KKJIARR99RNIOOGSI60HOYIE8K2,Approved,35GCEFQ6I5OK159X225XRISC7K53ZJ,7,1,0.125
AHYTT3T8W9Y9Y,0,54,1,5.875,yes,USA,"When I was younger, I would go to school and listen attentively to the teacher.","It's raining tomorrow, so I better bring an umbrella to work.",1033,{},37G6BXQPLQLCBRQAEOYFUWPJ8R3QEA,Approved,3QUO65DNQUOS1V89FDQHYTB80TMOUA,7,1,4.875
AI70FJC1B8SC6,0,54,1.2,7,yes,USA,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I will stay in all day.",2566,{},3T2EL38U0MKLHRHR9TO7ILAQOXEXQQ,Approved,3XM0HYN6NKZTXZNO4DORJBUVOAPEP1,7,1,5.8
AIY8KHG5LEXNY,0,54,6.625,6,yes,USA,"When I was younger, I would go to school and  LIKE","It's raining tomorrow, so  MUCH",307,NICE,33TGB4G0LPHY979JQXI2NQLD84DTX0,Approved,31Q0U3WYDPF57SPCW3ZVC5KGZ7G715,7,1,-0.625
AJ4T7PTRYNSUW,0,54,2,7,yes,USA,"When I was younger, I would go to school and play with friends.","It's raining tomorrow, so you better bring an umbrella.",829,Fun hit :),3H5TOKO3D9J197AXA984F5W1V1Y64O,Approved,3VFJCI1K4ZZCTQZUN0I4O9FM28RGRB,7,1,5
AJ7JFYKBG85ZV,0,54,1.875,4.25,yes,USA,"When I was younger, I would go to school and play soccer with my friends.","It's raining tomorrow, so I will mow the lawn tonight.",1510,{},3WRKFXQBOB7X0YJI1H50SXQDZTRYIU,Approved,31HQ4X3T3SA4GXD8DGFPRBPQKRWLSA,7,2,2.375
AJXIC6Q5EM76P,0,54,2,6.25,yes,USA,"When I was younger, I would go to school and finish my homework in class.","It's raining tomorrow, so I need to bring an umbrella with me.",2413,{},3RDTX9JRTY1LADUEAE9N2R7DC4W97M,Approved,3LYA37P8IQNUF5EOHUHTMM2BR35BKW,7,1,4.25
AKFFOAIBV3FJ6,0,54,1.5,6.3,yes,USA,"When I was younger, I would go to school and make my parents proud","It's raining tomorrow, so I will bring umbrella with me",1086,Nice task and thanks for the opportunity,3LAZVA75NIRHVZ1E6RBA3QLUWNVO2Y,Approved,3IRIK4HM3AK6QVL5TQJNNN3B8TL6CT,7,1,4.8
AKJ22H1NTVIQX,0.037037037,54,1,7,yes,USA,"When I was younger, I would go to school and play the trumpet in the high school band.","It's raining tomorrow, so the golf tournament was cancelled.",1747,none,3L2OEKSTW9A4BS75SVT9F8WZWXN8YX,Approved,32KTQ2V7RDF6H0ZU4MGDATZPS8X9MP,7,1,6
ALHBRVB7YJ7I0,0,54,3.625,5.125,yes,USA,"When I was younger, I would go to school and play games with my friends.","It's raining tomorrow, so don't go outside.",1137,no,3X2LT8FDHWI0MNC5DUBLUBBJLPN8WY,Approved,31EUONYN2V3SEAX9K30MUFDRE0VOVZ,7,1,1.5
AM2WGEJDWJY1I,0,54,1.5,7,yes,USA,"When I was younger, I would go to school and learn reading, writing and arithmetic.","It's raining tomorrow, so remember to bring an umbrella.",2931,{},3Y3CZJSZ9KTCR9CHG2UCVSTBRK6R5B,Approved,3FE2ERCCZX8F9Q0DYRRNONO9SCUOPE,7,1,5.5
AMIQGW2E3WYO4,0,54,1.25,4.125,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so take an umbrella.",1343,{},3AA88CN98P3O6T961KQC5D5QRXGYK5,Approved,308XBLVESI4G29RJ7EQQNYOPMVZBRP,7,1,2.875
AMYURTQIMAC8T,0.092592593,54,2.571428571,5.625,yes,USA,"When I was younger, I would go to school and work as hard as could be.","It's raining tomorrow, so I will work out inside.",846,{},3HEADTGN2PSTP3RWMTCPZQNA488VRM,Approved,3TR2532VIPUTY9RB3I09ARG6YDUJ6K,7,1,3.053571429
AN9MVFWRCF2OP,0,54,1.1,6.3,yes,USA,"When I was younger, I would go to school and played around with my friends.","It's raining tomorrow, so I'll stay inside if possible.",1747,{},304QEQWKZPKAZPY0R47WK2SFZPBO0E,Approved,3X08E93BHVIHAEC4JZ6K1NB1C7A661,6,1,5.2
ANK8K5WTHJ61C,0,54,1,6.75,yes,USA,"When I was younger, I would go to school and play with my friends at recess.","It's raining tomorrow, so I need to take an umbrella with me to work.",1031,{},31S7M7DAGGQ39DSUCEFECWQQ1V3LT6,Approved,3G2UL9A02DE0EEQ929BC71BX7IU761,7,1,5.75
AOS2PVHT2HYTL,0,54,1.1,6.8,yes,USA,"When I was younger, I would go to school and enjoy the classes I was taking.","It's raining tomorrow, so I better wear boots and bring an umbrella.",1087,You are very generous.  This was easy.,3ZG552ORAM4CLJAB73XOYIF2SGT2VF,Approved,3SKRO2GZ71RT27WWFXO4GAP25RE1K3,7,1,5.7
AP0JPGLH4LVQO,0.037037037,54,5.5,6.25,yes,USA,"When I was younger, I would go to school and they often follow school rules.","It's raining tomorrow, so stay home confirm.",972,Good,3FJ2RVH25Z6EOCX842SS60Q51OA926,Approved,3IRIK4HM3AK6QVL5TQJNNN3B8TMC60,7,1,0.75
APGX2WZ59OWDN,0,54,1.875,6.875,yes,USA,"When I was younger, I would go to school and play with my friends at recess.","It's raining tomorrow, so I will have to bring my umbrella.",900,{},3LXX8KJXPW9SVJMDR0QPDDT82T5O9Q,Approved,326O153BMIYK82KYZ4XWJHD6ARLDEL,7,1,5
APLBF6JY2C1QZ,0.018518519,54,1.1,7,yes,USA,"When I was younger, I would go to school and study very hard for good grades","It's raining tomorrow, so I wont be able to work in my garden.",1220,{},356TQKY9XFXLW8B45M392VC2SYE87W,Approved,320DUZ38G7MVV2GHFV9VMITVSRXGJJ,7,1,5.9
AQ5KGRJE4W53Z,0,54,4.375,5.375,yes,USA,"When I was younger, I would go to school and enjoyed the class very much.","It's raining tomorrow, so we need to plan according to it.",2052,N/A,3OWZNK3RYLPC84LB2DNJ2WDJE9JU2H,Approved,3KOPY89HM82U1Q4TKG2B3O4MOMSJ3E,7,1,1
